cement_kg_m3,blast_furnace_slag_kg_m3,fly_ash_kg_m3,water_kg_m3,superplasticizer_kg_m3,coarse_aggregate_kg_m3,fine_aggregate_kg_m3,age_days,compressive_strength_mpa,estimated_co2_kg_m3,estimated_material_cost_index
497.92,29.54,79.21,161.3,7.6,1119.81,759.45,7,42.826,439.04,83.99
486.05,58.91,108.39,208.54,1.88,1078.78,574.94,90,66.831,422.45,71.49
457.19,192.35,61.09,171.77,21.62,1045.81,744.76,365,92.927,437.88,124.81
257.27,47.88,78.58,232.98,6.05,1111.24,706.61,7,15.11,233.28,52.48
321.72,73.7,130.98,232.13,9.4,870.25,839.76,14,41.611,296.28,72.51
224.52,13.31,119.52,126.71,14.9,972.6,574.69,90,30.883,218.0,69.9
411.17,123.12,94.96,229.25,4.15,1019.62,592.05,56,55.41,366.65,72.13
158.7,36.91,79.92,198.95,27.93,884.79,908.67,365,12.4,183.77,94.66
439.78,167.88,78.91,169.16,29.35,1013.06,890.38,56,74.788,434.11,141.06
470.71,63.74,16.21,220.3,19.04,891.25,725.45,14,47.732,435.35,109.2
373.13,166.87,10.63,150.32,7.73,1123.02,729.86,365,64.099,341.42,76.2
281.97,62.53,2.28,140.91,17.79,855.02,921.09,3,22.5,272.57,82.79
462.38,118.84,108.82,139.87,7.84,1148.12,752.57,365,74.692,416.06,87.75
415.97,48.89,119.37,189.26,20.12,873.88,905.72,7,46.918,391.58,108.42
489.17,196.66,32.13,137.55,9.43,1136.53,763.58,3,53.62,445.29,97.33
524.48,111.53,81.86,124.41,18.59,943.51,651.73,14,67.722,485.0,120.49
372.77,13.23,183.77,188.63,29.59,1136.81,750.71,28,47.86,368.8,126.98
379.31,59.18,44.06,201.43,13.56,1048.67,798.61,56,43.178,349.14,85.33
473.38,112.68,8.66,228.41,11.84,815.98,865.31,14,46.622,429.38,94.63
193.96,160.09,139.54,167.26,17.71,1072.42,758.2,180,47.858,207.2,84.34
515.42,216.39,185.71,149.73,4.22,925.81,572.53,365,95.0,463.72,94.98
154.38,70.14,109.31,142.18,10.26,963.18,743.13,7,12.969,154.73,53.45
168.77,51.21,70.54,195.24,24.91,888.19,699.37,3,3.0,188.3,88.92
431.5,45.04,90.74,212.6,13.96,1012.25,574.4,365,65.0,394.08,93.46
138.85,88.7,31.32,124.94,27.87,1129.09,753.84,90,16.911,169.45,93.79
517.59,190.09,147.75,155.91,28.28,913.13,598.67,3,71.669,501.46,152.02
323.41,24.25,55.93,174.18,26.2,1144.51,579.92,3,19.823,319.63,108.24
154.6,34.32,42.84,184.42,7.34,1097.82,672.23,90,8.195,146.41,41.01
349.53,207.81,61.44,152.55,8.26,1120.5,848.88,90,64.429,326.09,79.6
317.01,186.03,165.94,161.63,10.64,878.15,751.56,1,33.992,302.82,84.29
307.28,128.28,178.93,161.84,9.21,982.22,902.62,7,42.139,288.48,76.03
489.01,141.4,33.56,237.44,3.66,986.63,590.86,7,49.154,432.09,79.08
536.73,4.45,180.52,216.84,22.17,1029.99,728.21,180,85.064,495.62,127.37
220.05,21.69,121.97,142.77,5.31,866.71,578.89,56,32.044,199.5,46.09
120.06,18.58,17.99,144.15,27.78,905.95,947.89,28,3.0,148.16,85.88
216.07,216.7,162.29,190.95,25.94,824.47,892.78,14,36.101,243.58,112.44
487.51,16.6,170.68,192.21,0.68,921.07,858.34,28,58.239,420.05,68.18
305.14,97.78,38.14,179.01,2.37,833.46,810.94,56,42.751,270.77,50.91
506.85,200.25,92.46,235.14,9.04,1073.58,706.72,3,45.291,461.16,101.15
434.14,177.29,175.58,145.54,4.33,858.95,767.27,14,64.292,391.87,82.34
421.0,116.86,9.34,185.1,16.69,1016.97,806.97,365,69.156,392.92,100.8
422.7,142.14,100.54,185.01,6.88,832.22,724.34,56,68.146,382.27,81.9
281.09,153.92,84.03,132.53,17.0,948.67,942.14,7,29.265,278.58,90.37
287.75,41.77,130.21,123.49,22.33,881.53,767.48,1,34.344,285.85,98.49
428.24,137.52,174.06,216.67,21.07,801.1,761.17,14,62.282,410.83,120.66
342.46,62.64,195.64,216.66,25.13,880.46,765.42,3,36.294,339.6,116.14
484.55,88.99,162.48,145.16,1.67,963.1,733.91,90,77.044,424.02,75.05
380.19,2.76,71.61,220.93,26.34,1090.91,866.66,14,34.502,366.94,114.54
306.87,165.15,23.13,125.09,28.76,928.85,615.03,28,49.096,318.89,121.22
379.53,96.39,124.38,158.88,26.61,872.45,804.12,28,49.466,374.41,123.79
261.11,197.28,190.25,122.21,29.13,962.66,805.65,56,67.304,286.17,125.59
209.82,169.73,115.25,215.22,11.18,1000.55,915.11,3,23.61,210.42,69.61
406.54,33.72,75.21,230.35,20.65,859.51,732.12,56,46.848,382.47,105.78
236.41,153.91,187.43,159.49,25.47,1069.93,768.96,14,42.654,256.23,110.33
471.81,96.54,60.56,230.42,29.5,805.27,660.47,365,79.163,456.21,139.56
233.97,39.46,48.63,233.7,11.33,1070.65,583.26,1,3.0,220.74,61.1
129.59,128.17,18.81,199.26,2.27,848.73,660.23,180,10.801,123.13,30.95
423.57,26.85,40.94,143.0,20.36,1003.11,594.96,3,38.525,395.31,105.24
537.12,146.86,84.37,141.13,9.76,1134.5,632.52,3,54.04,484.15,102.52
460.33,53.79,72.56,221.07,2.11,805.81,943.34,180,64.81,399.87,67.17
233.3,100.1,189.86,231.96,28.24,1009.87,589.32,7,25.918,254.29,113.2
366.71,166.13,151.34,190.31,24.38,1085.7,744.86,3,50.94,365.37,122.63
279.49,2.27,138.03,185.38,15.15,1123.84,811.93,56,30.61,264.73,77.1
403.45,141.96,133.38,147.64,18.13,832.67,687.63,7,52.587,384.55,109.02
252.91,46.41,50.62,180.15,23.64,971.7,608.5,90,31.288,257.06,94.73
378.96,58.58,127.32,173.14,2.26,1005.96,864.26,3,33.088,332.38,60.31
256.95,71.4,101.64,204.8,2.03,949.79,868.25,90,35.928,228.69,44.98
249.84,74.41,111.27,193.58,21.24,993.33,866.23,90,36.884,253.78,92.74
335.05,23.96,164.87,160.51,20.34,976.63,656.23,7,41.857,322.32,99.34
325.71,173.97,171.5,127.89,2.84,852.58,671.56,365,77.71,297.01,65.23
431.28,131.29,33.95,216.37,27.09,1131.39,686.17,180,74.645,419.8,130.03
183.22,42.78,152.09,165.57,11.55,855.56,845.81,7,16.103,180.26,59.95
530.07,26.25,96.68,191.99,20.94,916.28,805.39,90,68.516,487.82,121.65
169.24,27.08,95.57,177.77,22.82,928.12,606.61,365,19.708,184.17,83.07
176.89,124.79,98.56,223.69,25.6,1127.06,653.87,7,16.528,202.02,97.9
390.66,86.5,153.05,234.43,8.43,1098.04,667.94,28,48.997,354.66,80.12
527.89,147.34,35.76,166.26,15.93,930.05,916.49,56,81.579,485.23,114.93
360.02,156.63,52.27,132.39,17.5,806.63,729.56,90,60.716,346.03,100.01
484.19,191.11,114.58,133.9,2.94,935.27,843.88,14,71.0,431.94,83.42
539.46,88.55,28.74,183.9,20.47,1081.58,822.89,56,70.475,498.07,123.26
385.2,133.78,65.38,182.22,0.44,995.23,612.65,180,67.266,338.79,59.3
286.27,181.41,14.55,145.85,21.62,1024.89,596.37,7,41.333,290.91,101.68
300.53,141.25,155.2,188.63,22.72,1085.75,780.66,14,43.919,304.8,108.96
483.73,2.18,51.02,164.14,15.5,833.04,700.28,90,58.38,437.14,98.99
445.87,200.06,61.71,231.14,29.19,804.38,856.44,365,94.183,440.93,142.94
533.72,126.46,117.57,144.5,29.57,944.3,934.99,3,66.474,512.17,151.52
130.48,88.44,121.98,125.2,10.45,881.27,728.64,56,26.613,136.26,52.85
402.23,163.41,23.0,177.04,26.52,1107.87,624.82,365,74.774,396.22,126.91
497.31,2.67,185.85,239.57,29.91,1011.78,791.18,14,55.832,474.47,142.06
235.68,30.85,42.63,162.43,8.6,1054.21,806.37,1,4.44,217.11,53.65
147.52,210.08,145.98,216.06,3.89,1048.76,793.86,365,45.815,149.25,47.98
182.82,22.08,144.01,130.91,25.78,819.46,777.84,90,29.934,201.07,93.7
531.21,120.41,84.79,233.63,22.14,826.57,677.17,3,45.983,497.08,130.93
407.72,157.91,196.69,138.52,11.26,1068.77,834.04,28,72.07,379.57,96.0
521.95,135.63,1.18,200.6,23.74,916.18,798.49,56,70.87,491.16,131.52
145.1,211.95,129.19,125.1,2.76,804.01,893.15,365,51.576,145.17,44.32
278.82,180.04,149.57,184.45,12.23,886.09,781.74,56,56.636,272.16,82.62
396.8,117.45,177.76,120.1,4.81,1099.4,809.69,1,36.36,356.75,74.97
301.08,161.42,1.9,163.52,4.94,914.02,910.3,1,25.816,275.16,59.85
237.2,10.88,20.79,182.44,27.98,1009.99,711.31,90,21.805,247.56,100.0
238.33,146.73,36.47,182.07,11.59,1024.51,779.86,56,35.926,232.13,69.31
200.91,131.57,72.18,149.61,2.14,919.9,715.27,28,28.159,184.85,41.55
437.19,179.16,104.14,146.52,3.83,1108.62,728.17,14,60.081,392.36,78.74
236.62,213.41,92.67,215.89,1.79,989.6,778.03,56,41.282,220.78,51.51
479.06,172.04,161.54,134.84,3.5,920.49,592.3,3,62.804,428.08,84.75
130.93,161.8,127.5,144.15,26.73,1073.11,679.02,90,38.051,167.93,98.95
435.42,13.65,187.02,123.21,11.47,1086.26,687.85,7,51.832,393.16,89.37
432.28,106.4,159.83,189.7,11.48,1092.27,623.18,56,71.554,396.46,94.42
325.83,23.5,97.82,222.54,25.97,1104.56,938.42,7,22.347,322.1,109.58
334.5,151.03,149.21,153.43,20.39,1050.5,569.33,7,47.425,330.51,107.66
255.41,27.9,57.25,235.21,21.17,1084.62,864.22,3,7.31,254.07,87.82
203.87,3.41,168.35,227.06,18.02,1147.48,569.75,3,15.386,205.73,76.49
460.46,215.06,120.9,130.27,16.45,1107.76,883.82,7,65.981,435.19,116.28
478.98,205.21,94.55,144.2,10.95,1126.63,595.69,28,69.483,440.91,103.0
391.71,48.18,91.19,168.86,4.33,955.44,591.48,365,61.984,345.08,64.86
398.07,148.91,4.43,196.71,16.45,931.96,797.83,14,41.048,375.2,99.5
384.75,57.79,18.59,202.9,18.26,981.14,799.92,180,55.894,360.67,96.61
390.77,89.33,11.7,161.46,20.84,972.65,762.03,14,42.029,371.99,105.72
209.77,97.46,104.28,213.4,16.81,1108.79,898.71,90,32.144,214.12,78.2
229.35,108.34,187.54,226.21,27.6,1056.93,856.65,7,33.59,250.44,111.61
422.16,122.38,165.26,186.51,7.77,826.77,569.07,180,76.872,383.14,85.26
327.34,135.86,132.32,180.61,1.9,1003.92,748.64,56,49.346,293.43,58.82
205.03,0.12,42.2,236.33,18.64,1072.74,647.75,3,3.0,204.94,72.89
226.12,153.84,197.42,135.88,27.48,905.77,718.26,180,63.475,250.89,114.5
450.41,133.89,117.27,207.19,13.79,1105.48,837.28,1,39.412,416.63,102.6
377.08,86.85,136.05,149.05,19.43,1043.72,815.02,56,60.495,360.4,105.34
447.84,89.44,34.25,200.46,3.42,942.98,665.23,7,46.479,393.09,69.93
263.71,137.49,126.58,171.78,4.83,990.6,669.31,1,31.876,244.03,58.4
282.48,71.26,183.98,228.88,25.95,1082.89,575.02,1,18.006,290.29,111.12
417.27,54.5,9.05,150.21,26.88,834.12,711.24,90,56.134,401.68,121.44
483.02,18.23,159.43,182.2,6.48,1002.05,916.69,365,79.536,425.4,81.8
296.96,27.23,133.11,158.91,5.31,819.38,566.33,365,45.917,265.49,56.15
370.61,70.62,94.93,129.8,28.68,998.48,868.87,14,51.125,367.75,124.9
342.64,200.38,93.49,218.93,2.29,973.44,821.26,1,27.831,310.81,64.61
209.78,194.39,66.91,132.04,12.64,888.6,861.23,28,35.089,213.48,73.05
470.69,39.65,23.06,229.58,1.86,825.11,718.24,365,56.699,406.31,64.84
322.38,51.31,56.3,145.06,18.3,1123.22,851.37,3,28.331,308.02,90.27
452.76,31.51,164.61,221.31,7.92,957.6,764.14,365,75.252,403.02,82.92
279.44,125.32,142.78,220.57,12.66,1109.4,649.32,3,24.413,269.4,79.67
169.02,74.96,135.24,218.46,22.98,927.08,564.6,365,33.073,188.38,88.39
267.23,96.33,106.9,137.6,1.23,1113.41,585.11,90,46.436,237.99,46.16
185.39,174.19,89.0,142.32,2.32,1080.09,572.31,365,35.809,175.26,43.79
141.61,7.97,64.56,149.0,9.84,952.8,607.1,14,3.0,137.97,44.74
473.83,120.66,36.82,222.5,19.07,996.18,739.61,28,59.637,442.45,114.45
478.32,24.64,5.62,174.57,3.39,890.05,785.62,3,28.554,413.84,67.83
497.95,187.98,12.39,154.79,7.85,860.26,748.06,180,87.563,449.23,93.04
435.71,9.22,131.94,201.42,27.34,978.48,880.0,1,31.429,417.39,126.56
474.47,189.28,147.42,181.19,6.26,878.14,587.78,1,48.677,429.51,91.72
127.43,164.05,103.83,180.8,28.92,966.58,795.88,365,33.053,168.15,103.23
222.12,134.27,199.74,228.34,19.99,958.22,764.01,14,33.248,234.18,94.01
225.58,214.96,163.3,160.32,11.82,975.6,871.71,180,58.561,228.97,78.21
275.24,56.06,50.88,147.36,2.51,840.64,912.97,365,33.814,242.9,45.25
229.65,94.91,154.98,220.14,21.68,875.97,889.51,365,38.595,239.64,94.61
452.42,80.0,126.04,145.27,17.2,1138.9,753.89,7,50.925,420.19,107.93
392.3,208.47,48.34,231.42,13.43,831.64,576.68,7,46.946,370.5,97.17
194.63,94.1,182.56,204.14,8.55,883.01,754.75,14,30.662,189.36,58.62
354.71,29.26,0.19,164.67,0.51,1134.77,624.31,1,16.241,304.38,45.91
484.76,189.6,20.4,139.97,25.73,1107.45,723.37,3,52.786,466.89,136.57
179.78,203.12,171.72,186.89,22.6,992.58,904.48,365,47.361,206.64,99.17
331.25,44.12,37.14,143.25,16.76,1110.06,783.59,1,22.922,312.22,86.23
531.26,150.98,97.25,126.26,6.97,1011.8,799.42,7,63.036,475.24,95.63
243.14,27.95,7.24,180.06,11.54,981.55,870.16,90,19.128,227.24,60.28
465.78,23.41,63.1,219.38,0.39,990.29,590.11,180,55.277,399.44,61.04
469.05,83.69,134.95,230.35,23.21,869.6,844.12,365,84.629,444.38,125.56
443.65,90.55,15.26,180.5,10.8,1058.25,821.46,14,54.203,401.03,87.19
536.9,196.27,15.47,149.04,10.02,1100.61,679.91,14,65.112,486.44,103.82
399.02,47.35,33.68,159.72,16.76,1056.63,608.56,56,49.442,369.98,94.45
205.44,87.93,169.54,218.87,27.62,828.58,764.87,28,36.877,228.36,106.63
337.88,44.3,186.38,194.77,18.77,1001.04,623.13,90,58.161,324.05,98.02
271.66,143.34,71.61,221.62,3.69,1073.03,623.09,365,47.693,248.28,54.73
310.57,4.07,20.44,154.3,3.12,808.05,878.11,28,25.115,269.67,46.16
404.67,128.6,69.25,176.63,2.74,807.63,699.55,56,51.732,358.74,67.18
218.75,206.75,162.79,207.12,19.91,1127.51,904.55,1,25.111,235.52,97.01
499.7,194.48,71.76,188.94,18.62,1149.95,698.71,90,93.217,469.58,122.99
285.98,188.17,113.91,132.9,19.14,930.06,785.05,1,43.138,289.16,99.9
362.92,195.81,42.97,208.88,27.28,1014.63,763.57,56,57.884,366.69,127.17
314.41,87.54,186.48,208.18,23.85,1101.18,791.81,180,63.918,315.26,110.93
467.17,16.17,55.88,175.24,6.56,1040.3,829.38,3,33.385,409.84,75.82
162.29,168.55,149.17,157.54,9.16,1109.42,583.29,7,22.365,167.38,60.14
472.48,170.51,152.95,138.85,13.62,864.39,610.58,14,76.68,438.4,108.81
211.56,58.29,134.94,223.52,15.97,1087.97,626.31,56,27.092,212.16,74.79
355.94,126.17,2.9,191.91,12.0,1057.32,788.5,365,64.412,330.64,81.67
148.74,119.03,134.61,121.49,2.6,1009.89,767.0,56,33.707,141.61,38.05
509.42,8.23,6.63,165.52,27.17,1115.26,808.15,90,63.409,477.18,129.88
144.08,150.78,184.46,200.98,9.76,869.93,858.09,365,48.795,152.33,59.62
487.52,32.78,74.02,226.6,27.38,1132.21,689.68,3,40.066,461.98,132.22
245.62,77.66,159.01,130.61,0.02,1047.91,621.76,3,26.099,217.42,41.31
170.6,72.47,100.75,235.83,28.65,1103.26,831.07,56,19.363,197.95,101.21
149.33,177.8,146.56,212.93,9.39,918.08,922.65,56,31.588,157.34,59.71
322.61,163.98,135.2,206.36,14.57,1137.43,925.04,56,58.887,311.72,92.04
457.53,197.12,141.87,184.68,13.17,907.29,921.83,90,85.722,426.6,107.3
212.48,34.88,188.46,228.82,9.03,907.59,814.86,1,16.844,201.27,58.05
405.68,87.63,195.6,180.24,22.82,926.03,712.5,180,76.678,391.38,119.69
295.7,72.63,176.87,227.74,25.59,978.51,784.43,90,47.783,300.91,111.62
441.01,152.97,167.2,145.05,2.72,1083.59,694.77,56,69.672,393.26,77.11
336.15,136.15,139.62,216.77,25.52,1060.01,912.18,56,59.628,338.88,119.25
461.53,58.82,175.36,234.9,8.69,856.62,743.19,7,52.894,413.83,88.24
448.94,122.39,86.28,218.04,25.55,978.93,628.98,365,81.956,432.77,129.77
133.27,171.73,104.47,230.88,20.84,1114.26,590.75,90,17.994,160.74,84.3
394.84,144.79,6.9,128.74,14.66,1143.37,817.44,14,49.924,369.35,94.45
318.9,60.87,118.36,154.21,18.25,1108.22,825.14,7,39.46,306.9,92.9
155.13,219.15,73.51,186.45,8.75,975.88,863.56,28,25.931,162.66,58.76
370.5,137.36,193.46,131.39,22.82,1053.12,685.46,365,90.66,364.91,118.85
517.07,55.3,3.11,237.26,12.56,1100.53,802.08,180,63.355,463.53,97.44
346.36,217.1,33.52,216.59,17.48,895.63,890.0,365,70.316,338.24,101.79
215.68,33.64,180.49,209.33,3.39,968.98,713.21,56,35.081,194.72,43.93
420.62,177.21,194.67,194.23,2.54,867.15,628.27,28,63.609,377.89,77.01
189.53,50.06,46.97,121.54,26.33,1093.98,923.55,1,10.256,207.67,93.95
322.2,210.74,16.53,239.52,0.39,909.21,636.53,3,27.063,289.58,55.05
513.78,166.0,70.31,237.38,18.07,1055.45,599.2,1,49.281,478.65,121.26
146.82,23.64,69.46,219.76,28.75,830.8,648.47,1,3.0,173.84,93.93
482.59,158.09,105.14,192.29,24.8,986.81,686.61,90,81.882,463.05,135.18
170.04,201.59,10.4,138.26,0.84,1048.84,767.18,3,15.958,160.2,37.04
381.01,200.39,48.05,135.86,13.47,886.36,889.63,365,75.314,360.4,95.35
233.46,78.28,92.83,186.48,23.65,1070.85,666.74,28,30.648,243.62,96.33
276.57,104.62,47.93,168.48,17.67,838.42,742.05,180,47.685,271.63,86.6
364.57,85.76,56.15,238.36,13.27,1023.82,563.4,7,31.875,338.24,85.17
169.97,135.01,32.46,199.3,28.11,813.48,751.68,365,35.637,199.55,101.42
385.06,2.36,194.05,225.92,12.36,1131.89,940.21,7,38.152,351.13,85.03
491.62,112.21,47.68,156.61,6.76,973.72,801.65,180,79.97,437.5,85.65
458.41,35.22,15.85,127.5,22.52,1052.94,780.37,3,46.66,428.46,114.41
463.18,106.34,52.38,185.09,3.57,1054.58,761.81,365,72.932,407.9,74.03
231.04,193.86,180.88,127.83,26.97,1018.06,697.04,365,67.989,256.73,115.97
332.36,3.9,185.81,126.84,24.53,824.56,860.35,180,64.987,325.74,108.91
325.24,161.97,171.7,230.38,15.24,827.57,610.35,7,37.708,315.6,95.32
385.0,20.14,132.46,209.34,0.42,1075.27,706.21,3,25.779,331.98,53.95
483.98,37.28,145.81,130.52,26.29,934.24,939.9,3,55.009,458.97,132.25
283.14,169.22,32.79,137.29,13.57,897.3,700.47,28,43.108,274.88,81.06
319.5,161.73,183.05,237.79,23.64,1068.22,805.06,180,74.049,324.39,116.09
322.58,131.15,40.33,170.09,14.54,860.51,835.66,14,36.49,307.43,85.84
245.72,191.06,26.66,174.34,0.33,1135.19,551.31,7,26.279,223.29,44.75
176.79,142.54,51.11,124.33,4.41,850.22,711.31,180,28.068,168.32,44.25
527.2,63.1,18.73,125.74,14.14,1004.75,570.18,7,47.447,475.54,103.79
393.89,74.14,129.93,174.71,7.74,861.83,590.58,3,43.821,354.98,77.0
219.59,37.74,39.75,134.64,16.55,803.44,933.45,180,28.394,216.57,71.96
205.22,217.87,57.86,226.43,15.58,953.5,650.93,7,18.625,215.78,81.14
236.95,154.86,97.77,143.31,12.21,1045.5,874.39,1,25.693,233.74,73.72
520.5,91.32,148.82,187.44,5.4,917.63,857.35,90,79.245,460.43,88.3
394.21,94.67,62.28,156.09,8.25,1047.65,802.7,90,56.581,356.15,77.04
485.22,25.57,145.8,203.09,4.89,956.93,668.39,28,53.762,424.97,78.08
204.16,155.63,138.01,149.79,24.15,884.61,616.62,56,48.597,225.84,101.3
316.91,185.52,63.12,223.9,7.96,1114.83,608.45,56,52.643,296.36,73.44
391.96,159.24,7.94,157.59,18.82,845.53,673.33,1,37.973,374.59,105.55
357.48,145.06,131.67,140.82,5.51,1086.45,695.34,28,51.877,325.46,72.09
241.66,154.02,57.63,225.1,26.95,1096.53,861.62,7,21.956,260.47,109.46
527.7,2.02,20.43,161.05,19.31,1045.77,689.2,180,76.428,480.0,112.56
249.56,79.85,173.85,213.23,26.2,1026.08,750.44,90,48.151,263.11,107.99
245.91,168.65,53.04,181.21,1.27,1001.3,917.5,28,36.62,223.93,46.62
489.32,138.13,52.42,160.44,13.08,855.33,897.04,14,56.469,447.57,103.19
208.12,58.59,61.59,188.84,11.83,966.98,697.27,365,19.687,201.16,61.11
229.33,14.54,176.84,155.73,5.11,957.3,805.59,28,19.461,207.67,48.39
225.28,76.24,113.78,122.63,9.2,1141.19,723.14,28,39.682,213.82,59.93
464.13,178.81,198.76,213.54,0.62,846.07,886.95,3,47.153,411.99,77.71
167.81,127.51,93.05,217.49,0.11,1053.14,645.32,3,12.141,153.6,33.05
122.05,123.42,181.62,222.03,26.91,1068.45,600.01,365,34.319,159.07,97.83
263.49,160.33,196.44,149.14,25.47,1006.74,795.52,3,39.123,279.88,114.38
383.49,165.37,188.9,136.82,29.61,971.19,633.09,180,84.404,388.69,139.17
280.05,98.44,183.38,173.5,20.05,915.47,639.33,180,62.03,280.68,97.96
312.29,25.76,177.73,239.39,14.43,1107.88,919.92,28,38.475,293.89,82.46
481.87,214.69,44.46,127.17,16.28,829.72,741.57,365,95.0,451.55,115.32
441.13,130.0,91.44,228.71,12.93,809.77,829.94,1,37.875,406.57,98.01
194.9,9.77,189.55,169.58,26.63,1033.96,646.76,14,30.991,212.75,98.23
334.5,194.46,178.66,134.68,3.3,1127.28,945.3,365,83.077,306.79,69.16
491.93,122.9,89.82,166.94,2.08,1042.95,563.22,365,81.566,431.87,76.44
295.02,51.5,175.78,230.47,15.31,1066.48,724.5,365,47.81,282.38,84.31
302.13,169.62,70.95,151.11,28.31,1006.06,879.0,3,37.143,315.4,121.74
132.25,108.94,47.98,236.23,3.45,1104.21,552.73,14,3.0,126.51,34.03
184.32,197.1,171.26,230.71,3.92,973.28,901.8,7,25.039,180.16,52.56
159.86,76.24,19.49,148.46,10.95,1103.1,827.75,1,7.956,159.13,52.68
381.95,13.27,193.48,139.16,12.0,944.46,848.27,3,37.479,348.65,84.5
329.44,195.17,191.97,226.03,24.24,900.72,641.19,90,73.308,336.32,121.49
214.34,87.25,19.87,196.72,25.67,1112.85,804.41,365,20.592,229.76,96.79
398.53,197.95,121.95,233.38,28.31,861.89,666.14,56,67.707,400.35,137.34
204.24,180.08,80.37,150.79,17.85,827.04,681.29,90,42.754,216.38,84.96
348.02,190.58,152.4,164.15,26.52,994.24,687.21,365,86.947,354.64,127.51
164.38,42.08,68.87,191.34,7.35,1136.12,947.01,180,14.582,155.8,43.79
267.23,206.87,184.21,215.28,11.3,862.66,623.87,180,65.28,263.39,82.16
331.78,127.94,82.8,230.66,15.16,1007.88,825.33,56,49.282,316.89,89.99
528.56,32.53,46.26,142.73,15.95,1087.63,592.51,28,60.704,478.0,107.43
247.62,137.94,28.39,223.73,21.25,880.08,729.75,180,38.108,254.7,93.63
151.83,29.19,24.93,144.93,14.59,990.97,686.63,7,3.0,154.95,57.75
203.58,24.31,36.54,224.94,9.67,1119.71,787.8,3,3.0,190.95,51.77
233.44,77.92,162.42,129.87,28.65,842.8,641.62,3,23.962,252.97,111.59
343.37,83.71,158.51,227.78,13.17,1069.41,595.92,28,50.208,321.97,86.34
243.76,117.53,162.03,148.88,24.29,812.05,566.12,1,24.743,257.52,104.68
193.52,199.65,165.41,209.34,20.37,821.57,754.95,28,43.665,214.37,94.75
400.02,215.24,153.38,146.44,11.21,930.81,720.69,90,82.257,376.08,97.22
194.04,23.28,85.27,142.97,4.93,1144.65,872.09,180,23.198,176.15,40.65
341.3,193.1,29.43,178.76,29.71,840.31,890.58,56,60.951,351.74,129.92
386.55,41.28,43.24,160.11,13.32,1148.41,787.01,14,38.004,353.63,84.3
209.53,41.93,154.63,128.03,3.53,1006.63,551.66,56,35.837,189.78,43.09
344.64,218.48,176.95,230.46,28.58,981.45,798.53,56,67.173,357.51,135.19
504.02,98.72,165.59,190.11,27.96,1108.01,932.02,28,73.654,483.38,143.92
320.13,106.01,153.57,215.05,20.27,843.26,743.31,3,32.26,315.03,102.64
140.68,168.52,116.46,148.74,19.54,994.24,896.97,3,19.242,164.98,82.2
123.48,16.02,178.1,146.9,24.68,1101.05,922.86,365,22.617,149.13,84.77
233.89,60.78,141.5,135.88,1.84,942.11,730.37,1,21.406,208.83,42.58
446.43,171.39,97.47,160.79,3.36,988.7,596.19,3,43.134,398.79,77.87
