alloy_family,carbon_pct,chromium_pct,nickel_pct,austenitize_temp_c,tempering_temp_c,hold_time_h,cooling_rate_c_per_s,hardness_hv,charpy_j
low_alloy_steel,0.6595,1.5078,0.7781,808.64,419.11,2.421,1.2293,261.16,103.918
low_alloy_steel,0.6551,1.0171,1.3877,805.32,497.64,1.909,6.811,269.367,116.858
bearing_steel,0.4934,0.6237,1.6421,893.24,236.82,2.126,5.8366,404.862,98.896
low_alloy_steel,0.3384,1.3071,0.8934,766.5,303.97,3.327,48.1074,306.048,110.663
low_alloy_steel,0.551,1.5341,0.9276,815.1,198.72,0.983,11.4017,372.378,90.877
bearing_steel,0.6453,0.9799,2.4363,817.47,218.92,3.915,2.3388,457.982,68.919
low_alloy_steel,0.5307,0.1299,0.6844,847.44,279.91,3.135,94.6469,368.608,96.251
low_alloy_steel,0.4963,1.9002,1.0239,806.23,342.75,2.993,4.114,294.749,110.928
low_alloy_steel,0.6955,1.1105,0.5973,797.47,557.72,3.466,27.0576,258.085,117.679
martensitic_stainless,0.7537,3.2167,0.6784,867.36,199.61,1.987,0.32,549.192,56.55
low_alloy_steel,0.4485,1.6448,1.7817,837.4,402.75,2.039,69.2793,313.7,93.764
martensitic_stainless,0.7962,3.1609,2.4659,867.72,620.29,2.174,0.1804,371.716,115.436
martensitic_stainless,0.3787,3.2046,0.756,882.17,260.34,0.331,1.2537,468.625,72.653
spring_steel,0.6894,0.8307,1.1667,941.12,214.49,2.685,0.2536,411.193,74.689
spring_steel,0.5464,1.8004,2.1484,829.74,603.55,2.233,1.6819,260.225,112.86
spring_steel,0.5167,1.4587,0.3428,834.36,368.03,1.06,2.1393,316.07,91.332
spring_steel,0.9492,0.8291,1.033,867.56,366.0,1.712,0.1764,378.465,95.537
martensitic_stainless,0.945,2.6736,1.6986,769.02,541.66,3.396,1.5453,453.573,92.848
martensitic_stainless,0.8732,2.9147,2.4632,815.66,306.42,3.111,4.833,566.416,74.219
low_alloy_steel,0.4144,0.6954,0.0307,823.71,493.9,2.908,1.3697,164.789,118.625
bearing_steel,0.2495,1.9024,1.344,766.84,283.38,0.567,0.4643,299.794,112.424
bearing_steel,0.4116,0.8741,1.5422,889.09,550.72,2.438,0.6108,214.204,126.482
spring_steel,0.4603,1.1775,2.2336,901.72,475.25,0.336,2.3573,266.474,131.72
bearing_steel,0.6901,1.1752,0.004,901.61,296.91,3.589,23.6044,484.773,72.338
spring_steel,0.5852,1.9484,1.4313,856.9,342.17,3.112,19.6931,391.103,88.022
bearing_steel,0.8494,0.8939,0.6863,971.28,153.7,0.573,38.7723,603.676,61.22
martensitic_stainless,0.6664,3.1113,0.7351,935.59,477.87,1.631,112.7236,520.849,67.074
low_alloy_steel,0.7491,0.9078,1.3442,819.25,246.24,0.34,0.2094,319.278,87.061
low_alloy_steel,0.8264,0.8782,1.8054,917.62,597.5,2.072,0.1261,195.006,124.054
bearing_steel,0.7024,0.7083,0.7219,854.63,563.11,1.412,12.6792,318.934,102.086
bearing_steel,0.7148,1.8054,0.0478,899.06,366.84,1.995,0.3426,373.523,89.11
martensitic_stainless,0.7694,2.1437,2.4747,888.66,342.25,3.346,11.2793,550.449,59.777
spring_steel,0.9593,0.729,2.3935,892.98,355.51,1.314,0.1819,390.364,97.355
martensitic_stainless,0.3216,2.2677,1.4088,931.64,409.06,3.639,28.3667,440.437,98.609
low_alloy_steel,0.9551,0.8967,0.4822,790.79,236.33,3.864,3.2733,397.201,56.056
martensitic_stainless,0.9275,3.4364,2.3825,973.95,301.91,0.994,3.8778,541.028,73.211
spring_steel,0.1763,0.8013,2.135,857.36,463.33,1.723,9.5875,212.088,125.312
martensitic_stainless,0.4845,2.5141,0.2996,922.3,358.31,3.844,4.3892,461.28,77.953
spring_steel,0.2703,0.3307,0.331,922.48,196.45,2.041,75.6431,353.524,74.591
bearing_steel,0.293,1.8234,0.2421,860.69,637.18,2.156,3.2995,187.913,112.084
bearing_steel,0.1553,1.5343,0.4864,922.63,211.59,1.287,26.7445,413.68,74.768
spring_steel,0.2198,0.3991,2.3685,766.84,295.12,0.69,0.7712,228.467,111.495
martensitic_stainless,0.2806,2.4961,0.0576,764.68,193.02,3.693,0.1322,429.483,75.616
spring_steel,0.5173,0.3165,0.4338,797.8,450.12,1.683,0.445,204.74,127.841
spring_steel,0.283,0.6541,2.1855,777.36,539.28,2.071,0.1094,133.794,133.892
spring_steel,0.4022,0.8286,0.9722,778.33,453.05,1.372,140.2694,263.254,112.269
low_alloy_steel,0.3008,0.4561,1.3666,765.55,162.49,0.77,0.1583,271.93,94.962
low_alloy_steel,0.6438,0.519,1.1803,950.51,544.92,1.227,0.1774,190.354,141.098
low_alloy_steel,0.4862,0.892,0.1071,851.68,180.2,3.095,0.2451,325.225,77.038
martensitic_stainless,0.7931,3.6997,0.2029,872.5,166.38,3.446,17.2648,657.686,47.039
bearing_steel,0.6523,0.356,0.3108,906.05,554.97,3.258,0.837,267.778,115.438
bearing_steel,0.5662,0.3729,2.4911,874.68,288.73,1.805,53.3202,442.01,92.036
bearing_steel,0.8469,1.4887,0.0218,960.17,474.8,3.837,104.2964,475.559,84.041
bearing_steel,0.7421,1.7138,0.5058,781.47,442.97,0.444,21.7321,384.445,85.625
spring_steel,0.7438,1.3233,1.5299,890.69,567.63,1.549,3.5652,311.364,103.631
bearing_steel,0.844,0.5448,2.2305,974.21,387.01,2.951,1.0829,381.991,92.577
spring_steel,1.011,1.3721,1.263,857.97,194.81,1.128,3.8719,502.865,75.599
martensitic_stainless,0.467,3.9372,1.3735,857.0,426.86,0.608,0.5379,341.45,98.87
spring_steel,0.4262,1.9443,2.4807,804.19,336.3,1.479,142.9569,403.763,112.441
bearing_steel,0.7792,1.1925,0.7307,812.55,603.2,1.162,6.4748,275.013,117.593
low_alloy_steel,0.6189,1.5708,1.76,951.46,180.27,3.962,0.1759,392.936,98.321
spring_steel,0.8046,0.3237,0.1063,789.91,365.77,0.623,139.7891,422.247,85.21
spring_steel,0.5752,1.324,0.6629,779.59,437.49,1.225,0.8337,275.186,118.51
bearing_steel,0.4261,0.3993,1.0743,784.09,437.06,2.459,2.1595,252.523,116.996
low_alloy_steel,0.6212,1.8357,0.5162,765.49,223.19,0.96,1.2867,335.792,67.87
spring_steel,0.6428,0.9397,1.7031,799.83,327.85,2.846,50.8152,420.124,80.478
bearing_steel,0.4536,1.4861,0.9053,922.04,424.57,2.344,2.1179,320.81,99.623
bearing_steel,0.897,1.4606,0.4845,908.36,306.31,1.768,16.2448,509.49,76.922
martensitic_stainless,0.6454,3.4638,2.1827,772.43,480.47,1.746,3.4964,428.095,109.913
martensitic_stainless,0.9606,3.8445,0.9155,768.97,582.88,0.71,67.3286,493.873,85.288
bearing_steel,0.7928,1.3299,1.8902,905.15,170.37,2.429,1.5788,498.869,86.03
martensitic_stainless,0.3917,2.1542,0.7621,811.3,623.1,1.583,1.138,269.048,136.732
bearing_steel,0.8218,0.9652,0.2359,923.36,565.13,3.349,59.1087,391.279,84.997
martensitic_stainless,0.1964,3.7404,0.6348,808.41,370.95,0.955,0.1034,345.457,84.54
bearing_steel,0.5919,1.5811,1.5208,890.53,331.07,2.12,0.7749,378.573,93.296
spring_steel,0.8892,0.1486,2.3425,873.26,224.03,0.674,0.6919,451.595,81.55
low_alloy_steel,0.7764,0.5023,1.7867,836.84,560.92,2.876,120.4084,313.779,117.913
martensitic_stainless,0.7932,2.2604,2.361,864.33,636.52,1.505,3.4139,381.334,105.615
bearing_steel,0.4932,1.856,0.9698,971.09,444.0,1.525,10.842,344.215,106.723
martensitic_stainless,0.1928,2.2425,1.1618,884.98,563.33,0.325,0.6009,265.722,107.833
bearing_steel,0.2248,1.2226,0.1578,967.22,370.38,3.956,121.1127,420.24,82.942
bearing_steel,0.5045,0.6754,2.1854,865.24,355.09,2.629,25.3164,444.869,77.413
low_alloy_steel,0.8321,1.0271,2.2076,903.15,642.02,3.115,118.8651,313.594,121.941
martensitic_stainless,0.2909,3.6839,2.363,940.15,372.12,0.554,0.1295,403.603,80.518
martensitic_stainless,0.969,3.1613,2.4027,972.09,645.41,3.902,12.9659,551.832,64.667
low_alloy_steel,0.9777,1.9632,1.2415,897.59,295.99,3.893,55.0397,483.557,71.782
bearing_steel,0.6306,0.2675,0.0786,961.93,601.47,3.522,1.3273,271.106,111.401
bearing_steel,0.6401,1.4181,1.0118,851.29,229.77,0.775,50.1292,468.985,61.32
low_alloy_steel,0.5545,0.2943,0.2521,808.92,555.06,0.629,0.1028,134.865,127.476
spring_steel,0.47,1.5368,1.3748,907.29,219.29,2.433,69.4005,491.322,60.895
spring_steel,0.3289,1.2248,0.7148,827.7,519.84,1.6,115.943,302.894,102.789
bearing_steel,0.2212,1.3784,0.0603,891.94,558.31,3.441,8.6059,198.536,124.321
low_alloy_steel,0.2216,0.6531,0.9117,786.03,274.23,1.35,0.215,191.833,117.306
martensitic_stainless,0.7919,2.5961,1.0877,853.51,297.1,2.342,2.6119,496.549,77.544
spring_steel,0.4944,0.5932,1.9913,772.59,594.79,3.298,104.8411,279.15,106.574
bearing_steel,1.0085,0.5757,2.432,788.27,639.25,2.276,0.1449,243.189,125.996
bearing_steel,0.9444,1.7929,0.919,771.49,488.78,2.729,31.8843,431.654,87.925
martensitic_stainless,0.5112,2.8329,1.3891,821.36,450.3,1.48,1.2426,429.455,95.939
bearing_steel,0.8296,0.5306,1.6626,871.3,629.75,2.879,0.1949,288.46,128.723
spring_steel,0.5209,0.9044,0.0205,887.43,188.36,3.11,0.2548,362.612,80.574
martensitic_stainless,0.3049,3.8178,2.1858,862.06,187.3,1.34,0.2865,447.105,89.331
spring_steel,0.2925,1.8898,0.5485,961.22,414.5,3.311,0.8176,266.978,103.962
martensitic_stainless,0.8373,3.7643,1.9072,960.96,434.68,0.704,0.4589,496.263,85.88
low_alloy_steel,0.7516,1.6175,2.0398,762.55,174.98,2.21,16.7802,429.329,88.379
martensitic_stainless,0.3641,2.9465,0.3633,943.08,462.24,3.255,9.7966,385.232,97.482
martensitic_stainless,0.5612,2.3403,0.1973,802.52,576.58,3.611,4.4319,331.598,101.233
spring_steel,0.2985,0.6581,0.343,926.65,389.68,0.649,34.4257,300.452,116.596
martensitic_stainless,1.0102,2.83,0.5659,855.3,172.72,0.245,4.0886,620.743,41.386
bearing_steel,0.1898,0.8558,1.1456,784.24,465.78,1.552,0.1039,177.167,100.945
bearing_steel,0.3189,1.5116,0.4609,779.2,541.57,3.652,95.718,328.461,106.873
spring_steel,0.4189,1.2663,2.4685,935.01,265.13,1.144,0.7005,323.119,116.655
spring_steel,0.7126,0.4468,0.6423,976.86,267.43,0.756,6.3522,428.146,79.389
low_alloy_steel,0.4687,1.1083,2.3563,831.09,445.64,1.987,0.2814,222.511,126.842
bearing_steel,0.3058,0.8597,0.5387,810.74,391.96,1.531,154.3885,337.543,96.864
bearing_steel,0.4661,0.8433,0.9098,859.2,238.36,2.174,0.8879,406.913,81.306
bearing_steel,0.8476,0.1094,1.4838,827.32,487.18,2.123,3.3686,390.425,109.679
bearing_steel,0.8284,0.6042,1.4622,791.32,632.87,1.768,4.0275,242.868,119.948
bearing_steel,0.5884,0.2544,0.998,969.43,316.55,3.574,4.8213,407.187,91.221
martensitic_stainless,1.0461,2.2772,2.4634,874.44,208.83,3.874,0.387,605.516,59.381
bearing_steel,0.2085,0.6101,1.3319,787.78,404.01,1.172,13.4047,250.049,104.186
spring_steel,0.5998,0.7372,0.9595,770.44,472.32,3.323,1.9936,263.148,122.028
bearing_steel,0.3721,1.5325,1.2038,918.75,382.56,2.573,8.0715,347.032,102.533
bearing_steel,0.7891,0.2317,0.3169,761.23,629.19,3.085,10.0471,310.006,118.091
low_alloy_steel,0.5669,1.4585,0.7652,945.57,462.74,0.567,0.3899,242.794,114.395
martensitic_stainless,0.3502,3.2533,1.5205,965.77,389.92,0.89,0.5061,420.458,92.299
bearing_steel,1.0363,0.3497,1.173,797.04,618.09,0.791,36.4195,372.126,98.031
spring_steel,0.4776,0.1645,1.6577,934.14,648.27,2.735,38.6696,238.684,125.832
bearing_steel,0.8052,0.1908,0.4404,818.15,389.44,3.188,0.1615,318.651,83.455
spring_steel,0.2687,0.1603,1.2168,785.56,559.63,1.219,0.3142,120.0,150.745
martensitic_stainless,0.9011,3.0114,2.4985,785.39,314.12,1.62,111.746,624.533,62.473
bearing_steel,0.71,0.9272,1.0134,830.33,386.58,3.384,43.7019,400.234,74.773
bearing_steel,0.6379,0.6079,0.5156,955.0,517.24,0.426,5.2295,364.972,97.554
spring_steel,0.442,1.0594,1.2846,912.56,559.09,3.472,0.3575,195.826,127.81
low_alloy_steel,0.6266,0.7489,2.31,866.85,452.97,2.409,4.1429,270.141,129.351
martensitic_stainless,0.2339,3.6574,1.8721,961.38,497.37,2.774,7.7066,385.638,102.911
bearing_steel,0.3752,1.0822,0.6551,827.28,334.53,3.514,0.6883,279.886,88.021
martensitic_stainless,0.3524,2.7388,0.0077,931.56,552.49,0.687,6.9049,346.733,88.852
spring_steel,0.4234,1.9436,2.3191,831.63,497.37,3.712,7.0651,287.466,121.745
low_alloy_steel,0.2777,0.6821,1.9245,977.59,160.91,3.251,0.9474,315.998,93.541
martensitic_stainless,0.5352,2.7575,1.416,792.51,479.86,1.407,0.9618,335.152,106.193
bearing_steel,0.9165,0.4849,1.488,956.85,160.78,0.923,12.366,564.95,53.292
low_alloy_steel,0.2426,0.358,2.4306,815.53,185.99,2.581,3.1547,304.073,101.912
low_alloy_steel,0.1531,1.35,1.4592,880.11,475.13,3.201,0.9441,135.914,143.595
spring_steel,0.8896,1.306,2.4772,820.98,169.19,0.876,1.8896,487.698,91.817
bearing_steel,0.2583,1.6711,1.292,943.11,467.69,3.672,0.165,265.005,121.329
martensitic_stainless,1.0126,2.8043,2.3398,864.93,622.85,3.533,9.7508,499.935,99.999
spring_steel,0.8481,0.655,1.2247,977.83,510.72,0.948,0.6214,331.27,117.277
low_alloy_steel,0.4905,0.8948,0.6106,812.65,305.31,1.091,0.3551,230.531,104.913
martensitic_stainless,0.3939,3.3016,1.1345,767.97,305.5,1.386,1.9179,424.512,88.171
low_alloy_steel,0.6251,0.1662,0.7192,848.88,357.76,1.449,15.4362,311.314,89.582
spring_steel,0.8873,1.8444,1.3743,898.98,616.44,0.998,82.8137,410.453,101.39
low_alloy_steel,0.9663,1.3621,1.7273,976.14,447.12,3.767,2.3067,399.288,78.595
spring_steel,0.8481,1.3812,1.7532,791.6,554.1,1.887,101.4783,372.962,116.806
bearing_steel,0.8388,0.9213,2.1974,860.31,511.53,0.259,0.1359,270.47,123.086
low_alloy_steel,0.1795,0.5736,1.0723,833.08,374.4,3.996,39.6246,249.519,114.115
low_alloy_steel,0.1521,1.93,2.2436,762.06,541.01,3.927,4.0183,156.241,151.665
low_alloy_steel,0.4577,0.4752,2.4345,828.46,458.72,1.894,1.0475,221.569,122.654
martensitic_stainless,0.2775,2.4517,0.2916,776.03,390.57,3.344,0.4456,326.381,97.12
bearing_steel,0.7707,1.0595,0.3542,838.61,436.22,0.789,12.2156,381.85,95.525
bearing_steel,0.7869,0.1254,0.3188,938.7,595.02,1.566,151.5129,351.713,96.951
martensitic_stainless,0.337,3.3617,1.5023,910.8,389.78,2.42,0.342,414.164,89.446
spring_steel,0.2713,0.4327,2.0089,822.93,340.26,1.837,4.7425,286.115,119.842
low_alloy_steel,0.9004,0.9333,0.126,764.39,622.12,1.029,1.7162,180.365,113.842
low_alloy_steel,0.6434,1.5692,2.3801,853.35,375.31,1.302,0.1172,321.456,105.52
martensitic_stainless,0.235,2.6214,2.467,854.57,348.71,3.848,36.4728,438.701,94.109
martensitic_stainless,0.5098,2.1547,0.6717,772.17,649.42,3.387,55.4697,376.932,104.585
spring_steel,0.3596,1.879,1.8915,904.33,635.57,1.007,11.5165,229.709,128.521
low_alloy_steel,0.6533,0.2024,1.8327,843.94,246.69,0.331,116.6805,438.06,83.446
bearing_steel,0.8332,1.1438,0.424,914.3,428.99,2.125,1.5598,383.329,105.337
low_alloy_steel,0.2094,1.2111,0.7264,935.92,262.12,2.454,3.2431,275.078,93.38
martensitic_stainless,0.9426,3.064,2.0086,925.14,328.41,1.995,13.891,612.636,60.648
martensitic_stainless,0.5707,2.142,2.073,825.26,477.85,1.3,27.663,397.783,93.289
bearing_steel,0.8312,0.7548,0.514,929.68,276.53,0.568,0.1896,439.074,78.356
low_alloy_steel,0.6194,0.3069,0.0363,950.33,607.02,1.704,16.4896,258.59,116.97
bearing_steel,0.6722,1.9459,1.8282,809.74,307.74,3.706,3.9805,408.155,93.145
martensitic_stainless,0.8895,3.7512,0.6761,760.48,488.65,2.356,5.7288,453.049,84.547
bearing_steel,0.2146,0.4898,0.6217,782.15,352.96,3.087,0.2615,249.343,112.229
spring_steel,0.8481,1.8289,1.5238,886.83,501.95,1.833,13.321,413.71,87.479
bearing_steel,0.828,1.9134,0.1404,939.95,586.85,3.39,42.4201,402.862,94.938
low_alloy_steel,0.4756,0.7235,1.7697,901.12,156.64,1.717,10.4394,376.349,96.602
low_alloy_steel,0.7788,0.6088,2.0764,909.69,229.16,0.304,13.6973,448.434,87.161
bearing_steel,0.5096,0.1683,0.6214,921.12,516.47,3.128,41.1306,313.629,117.897
martensitic_stainless,0.9928,3.4389,1.4517,895.95,308.82,3.9,0.5653,573.968,70.433
low_alloy_steel,0.8257,0.2192,2.0888,923.53,208.5,0.747,2.5498,359.013,87.512
low_alloy_steel,0.4712,1.3332,0.8038,910.56,431.13,1.098,0.1665,230.331,103.29
bearing_steel,0.5232,1.636,1.8677,933.27,382.32,1.872,2.2511,338.389,97.376
low_alloy_steel,0.8638,0.5168,0.7412,775.01,571.9,2.84,0.1347,179.652,130.982
spring_steel,0.4364,1.9502,0.7747,855.21,337.72,1.529,30.8453,364.102,99.314
martensitic_stainless,0.5633,3.6521,0.5066,964.32,336.61,3.777,0.385,483.721,82.171
bearing_steel,0.898,0.6077,0.3445,789.5,568.46,3.014,0.7137,258.196,115.363
low_alloy_steel,0.1506,1.8434,0.3505,836.78,153.08,0.899,39.4633,362.335,84.329
bearing_steel,0.5795,0.4268,1.8876,864.1,281.93,0.668,9.7391,403.69,94.544
low_alloy_steel,0.4439,0.9014,2.3258,973.14,493.55,1.687,2.7423,241.713,123.01
spring_steel,0.5987,0.1802,0.0271,847.96,224.9,3.685,14.3737,392.512,74.193
bearing_steel,0.6961,0.2636,1.6046,945.88,205.87,3.821,0.1491,419.969,87.45
martensitic_stainless,0.7791,3.3437,1.0973,942.17,208.86,0.754,2.964,594.026,66.442
martensitic_stainless,0.5488,3.5302,0.8237,885.62,318.33,0.666,0.1271,452.426,74.329
low_alloy_steel,0.8617,1.0164,2.2885,942.7,630.92,1.443,0.7191,235.98,129.712
spring_steel,0.8128,0.4647,0.8805,938.54,217.42,1.621,9.6931,430.186,77.883
bearing_steel,0.1973,1.8031,1.5885,780.11,181.35,3.03,0.9362,319.771,103.001
martensitic_stainless,0.8905,2.804,0.6434,930.64,361.44,1.826,31.468,606.431,64.563
bearing_steel,0.9134,0.8904,2.3106,913.7,183.01,1.795,1.3367,548.857,63.626
martensitic_stainless,0.9686,2.124,2.4448,848.84,423.91,3.405,0.8456,461.545,77.668
martensitic_stainless,0.6991,3.2826,1.1475,778.94,295.88,0.277,4.9545,480.678,72.416
martensitic_stainless,0.7858,2.4363,1.3333,956.06,398.01,1.719,2.3463,512.281,60.52
martensitic_stainless,0.1967,2.7595,0.308,975.76,407.42,3.64,0.4905,332.766,109.088
bearing_steel,0.4432,1.5743,1.7372,937.95,316.2,1.748,116.0105,448.83,92.999
low_alloy_steel,0.5077,0.3561,1.5734,959.31,304.58,1.57,5.7764,287.772,92.134
low_alloy_steel,0.7694,0.6702,2.4802,919.57,289.07,1.018,59.028,398.726,95.228
low_alloy_steel,0.7849,1.4204,0.6339,947.74,158.54,3.744,21.5664,463.492,82.742
low_alloy_steel,0.3685,1.3067,0.0161,793.31,640.96,1.994,16.4025,120.0,128.889
low_alloy_steel,0.4033,0.865,0.469,887.12,474.84,1.756,0.2028,158.173,127.491
low_alloy_steel,0.4644,0.6148,1.557,833.05,542.37,0.404,0.4295,159.724,136.75
spring_steel,0.7247,1.2465,0.8284,788.5,160.94,0.205,0.1103,378.892,98.931
spring_steel,0.5202,0.167,1.5483,844.53,363.52,2.002,17.6137,359.939,93.459
martensitic_stainless,0.6003,2.3048,1.8395,816.5,445.14,3.664,0.13,358.001,97.012
bearing_steel,0.2288,0.104,0.3527,825.38,415.08,3.693,0.2919,202.979,96.159
martensitic_stainless,0.5251,2.1686,0.7893,862.51,620.83,1.373,12.4622,341.509,112.874
spring_steel,0.4386,0.3889,0.4539,868.46,166.38,3.139,36.5032,406.08,78.529
bearing_steel,0.4771,1.9725,1.9064,841.41,273.16,3.341,157.6114,483.226,64.027
martensitic_stainless,0.3623,3.3472,1.3821,819.31,406.38,1.611,0.1511,350.062,88.482
low_alloy_steel,0.7451,1.6028,0.3489,881.34,379.85,1.095,7.8331,349.826,85.242
low_alloy_steel,0.9468,0.2662,1.7557,769.1,446.79,2.959,5.5576,290.782,118.107
spring_steel,0.588,0.7181,1.586,926.8,334.91,3.24,1.0851,374.079,81.518
spring_steel,0.3565,1.9534,2.0876,880.53,642.68,3.556,12.3885,220.258,140.143
bearing_steel,0.6344,1.9501,0.9301,966.62,412.08,2.66,2.7001,370.478,98.563
low_alloy_steel,0.8208,1.4563,1.3025,848.69,199.33,1.857,5.1051,423.703,89.083
martensitic_stainless,0.4869,3.3266,1.2407,894.28,302.95,1.378,2.2633,494.757,69.33
low_alloy_steel,0.8659,1.7673,0.3393,882.02,152.96,1.201,6.9091,504.376,65.766
spring_steel,0.6402,0.5349,0.0176,949.44,467.65,3.35,0.178,292.511,99.054
bearing_steel,0.2044,1.9722,1.841,974.92,625.69,2.87,23.1014,230.626,133.967
spring_steel,0.6092,1.464,1.0894,880.44,165.64,3.829,0.9126,411.958,78.284
bearing_steel,0.2854,1.2916,1.4168,960.2,621.5,3.768,129.3065,319.207,121.845
martensitic_stainless,0.1691,2.7659,1.9798,962.11,542.32,0.603,0.8922,275.057,129.964
spring_steel,0.8094,1.8787,0.7917,979.89,560.87,2.279,1.036,359.727,106.095
low_alloy_steel,0.1604,0.7309,1.0103,805.8,643.47,2.745,16.9445,120.0,144.875
low_alloy_steel,0.6421,0.1751,1.0702,863.85,181.28,0.864,1.3499,342.697,96.562
spring_steel,1.007,0.7423,0.5562,975.66,338.64,3.089,19.8547,478.519,76.006
low_alloy_steel,0.1965,0.4935,0.989,809.1,291.31,1.825,1.5224,207.662,118.217
martensitic_stainless,0.5329,3.7243,0.0624,804.45,332.5,0.806,8.3437,467.411,70.66
martensitic_stainless,0.5336,3.0207,1.1487,911.31,200.73,1.394,70.3488,621.663,45.274
bearing_steel,0.4694,1.9878,2.1039,873.21,152.49,1.179,3.0563,497.846,80.802
spring_steel,0.5906,0.4124,2.408,811.22,201.24,1.621,50.9527,466.466,84.926
martensitic_stainless,0.4999,3.3919,0.8988,763.68,423.07,2.284,0.9122,387.847,88.748
martensitic_stainless,0.4134,3.5743,1.6047,834.38,361.23,1.677,0.4233,417.245,97.901
low_alloy_steel,0.4228,1.893,2.3022,777.73,462.38,1.323,0.6816,184.92,139.923
spring_steel,1.0334,0.9084,1.9296,945.25,255.38,2.521,4.1945,503.274,67.714
low_alloy_steel,0.6878,0.5749,0.7849,976.08,480.32,0.393,0.7257,268.082,124.919
low_alloy_steel,0.6643,1.3393,1.8887,853.23,214.51,3.622,55.0528,445.49,83.738
bearing_steel,0.3949,1.7651,2.3893,790.66,245.57,0.965,97.2034,444.484,99.296
spring_steel,0.8208,1.2749,2.4738,813.76,228.21,2.228,0.3659,467.685,94.251
spring_steel,0.8306,0.5056,0.3507,785.74,605.33,3.052,0.5275,196.316,122.768
low_alloy_steel,0.5194,0.7425,1.5261,799.45,183.71,1.306,0.3234,272.27,101.959
bearing_steel,0.6118,0.5091,1.7162,938.85,479.64,0.531,16.2861,394.014,106.438
bearing_steel,0.3721,1.5885,0.578,909.67,505.66,0.991,42.0856,308.092,104.328
martensitic_stainless,1.047,3.7974,1.7615,825.87,380.82,2.201,10.3686,612.969,71.718
low_alloy_steel,1.0005,0.4807,0.3948,800.79,378.81,0.436,51.255,385.823,99.168
spring_steel,0.9582,1.5182,1.2209,970.65,166.2,0.862,1.3867,498.956,61.994
bearing_steel,0.268,0.5918,2.2345,935.17,214.56,1.297,0.5797,374.536,96.367
martensitic_stainless,0.4471,2.7696,1.8562,776.12,562.65,0.391,0.8187,277.501,119.093
low_alloy_steel,0.4553,1.0625,1.0976,859.93,565.72,2.597,7.1877,213.644,131.851
bearing_steel,0.7784,0.8848,1.83,790.08,627.47,1.571,1.5915,268.07,124.661
spring_steel,0.2153,1.886,0.748,812.63,580.49,3.879,1.8799,154.398,130.165
low_alloy_steel,0.7373,1.2707,0.8272,960.94,563.26,3.318,17.3041,330.999,123.499
martensitic_stainless,0.6778,2.3258,1.6582,854.94,448.47,0.252,0.9681,379.859,105.204
spring_steel,0.3301,0.3293,0.7062,864.28,165.1,2.012,0.1587,271.122,87.475
bearing_steel,0.2728,1.5772,0.6334,761.63,398.09,3.07,0.2311,225.993,116.72
martensitic_stainless,0.889,2.4635,0.9655,837.39,371.09,1.811,2.6396,522.94,71.36
spring_steel,0.6411,1.5942,1.666,956.42,391.19,2.191,1.2422,353.944,98.144
martensitic_stainless,0.9113,3.2911,1.4708,880.64,152.54,3.155,1.4331,609.972,63.327
spring_steel,0.4025,1.8128,0.8307,824.17,439.46,3.081,9.5327,331.549,106.232
bearing_steel,0.5411,0.4449,2.0376,944.91,282.4,2.59,131.8802,491.749,84.147
bearing_steel,0.2048,1.482,1.8525,760.98,490.79,1.973,0.6039,207.896,130.111
low_alloy_steel,0.714,0.8587,1.563,895.97,399.85,2.713,12.8336,381.692,101.912
bearing_steel,0.9744,1.1315,2.363,857.57,293.97,3.99,0.3419,455.965,103.384
spring_steel,0.6659,0.1375,0.4894,865.23,184.13,2.372,12.1598,401.133,73.304
